"mfId","date","price"
"001r5ih71s9hAX0gWBpu2G7QsJ3JmTgQ","2022-11-22",1788.78
"001r5ih74gNuqY3vpPnL3hEuPy1lQVhd","2022-11-22",29.26
"001r5ih71Mmc9b3HNsEw4TnxB025ANcc","2022-11-22",1774.09
"001r5ih70APqPR3n0J1V2cx9Wh3QNEwD","2022-11-22",1686.6
"001r5ih703N0ns3mH6vI0yEObe3RPkh8","2022-11-22",1146.81
"001r5ih73c1vYO2NFuK90JXHUK2WNcbx","2022-11-22",1199.3
"001r5ih71lMY6z0o0fHy0Fsynl3pjy29","2022-11-22",389.03
"001r5ih701gJX23eFC9Q4OUMNP1Y7oCJ","2022-11-22",1244.38
"001r5ih74ELLeX0zAv7L3RfQIJ3ygxx4","2022-11-22",1026.84
"001r5ih73wBRFD2PWzN24T3zoA0CEBxE","2022-11-22",643.86
"001r5ih72rHeYX0psFqX1hSq6I41JOON","2022-11-22",992.77
"001r5ih70t7Vtm3mAOCh22VrCE1DoBlh","2022-11-22",1883.93
"001r5ih72RzRgy39b1SW0IpkUE2t1H7C","2022-11-22",1092.06
"001r5ih744Y3en0vmTro2ysoET2UNs4a","2022-11-22",712.25
"001r5ih70V4sIf2vfoUX2vf0Zd3KODY3","2022-11-22",587.15
"001r5ih72Pf11m2beyGn0ERW1g0oHvHd","2022-11-22",1688.38
"001r5ih74a1qV30P23Cj1i5iQE2wufBk","2022-11-22",1829
"001r5ih74gGFWM1nP6Qd1vuFoy2V0WMu","2022-11-22",134.01
"001r5ih73uivSH2SUcSD1oYK6t422cDr","2022-11-22",554.26
"001r5ih73nikHg0DzmYJ2z8H9E0VfYdU","2022-11-22",1946.34
"001r5ih715tr6w1shdfv1EyPlm3jB3ej","2022-11-22",1948.83
"001r5ih72gitTI1FhLKi4HhsL53Ylkpy","2022-11-22",1612.48
"001r5ih73Do2e11E7HVF4LNj5W0KTsyz","2022-11-22",1645.46
"001r5ih729gU5O09TuFy2lvnD40CFKNj","2022-11-22",180.84
"001r5ih70IFSDp48DL6q0mb0Y52CgmSk","2022-11-22",383.14
"001r5ih72QSAa84UqjUp3V9Zjp3Kxdzq","2022-11-22",53.03
"001r5ih72pvcuC23VgFs0ORDul0K68fw","2022-11-22",1081.35
"001r5ih70CCxd510WVeG2ynfT44SHd2W","2022-11-22",1446.19
"001r5ih71RxaBa0wHlsm2L7X1b0wRCTx","2022-11-22",869.22
"001r5ih74Sk6xI1iRAdH4Dq9311FEDUC","2022-11-22",1872.58
"001r5ih70wzjj8301Jd00Ghm7F43rAGG","2022-11-22",552.66
"001r5ih72Ebp2x0uktos27XKSb1VZQOR","2022-11-22",139.04
"001r5ih70uZQ6X27AV181UgTKb0o5Ybs","2022-11-22",283.15
"001r5ih737HzBh0JXbrB43l3Os1lSvwL","2022-11-22",1534.46
"001r5ih73UDXJ20BYHBj2y11w72wHl4v","2022-11-22",838.99
"001r5ih71l6yXE0jorWV2hFsSI2Fvu4Q","2022-11-22",38.61
"001r5ih70Ughd52Z4W660Gee4f2NjJ9s","2022-11-22",667.1
"001r5ih71KTMIS4fApfP1v1gyL1CrmzG","2022-11-22",1415.74
"001r5ih74ERiLy2TK1Vr37GXAv2v3c9b","2022-11-22",920.9
"001r5ih73t8bdP35W6E309wBnl4O1fZP","2022-11-22",761.71
"001r5ih71YhXhb3JwDeA0fYtHr0omidV","2022-11-22",64.86
"001r5ih71cronj4ZZMMh4e700Z3OKl97","2022-11-22",517.6
"001r5ih74H2aR72WTXb73QOoT406TmOd","2022-11-22",1171.52
"001r5ih73XelWT1A0Lrk1EHmr62DwPgt","2022-11-22",707.86
"001r5ih723piEc2TA2ta3FkMqg3rIYRi","2022-11-22",595.9
"001r5ih70Q2YwU1spg7V2NaY9K3IFJXQ","2022-11-22",135.59
"001r5ih72Npeqh3NuA9P3lvvHK3f01N8","2022-11-22",889.25
"001r5ih70DcZCL3YtqSQ0ZArTP3Udha2","2022-11-22",396.21
"001r5ih708pSiI3UP6XW33koW34bncrY","2022-11-22",353.44
"001r5ih73NasSP3MSw8q1ZPnC4389t1Z","2022-11-22",1939.84
"001r5ih71hkzoU3YPlNy2WJfoD4Iykfw","2022-11-22",1811.52
"001r5ih71bCzr51QNUJ31Z2lrw1iwPoo","2022-11-22",879.44
"001r5ih72itLsN0V0z4S1WhOoZ39TeXP","2022-11-22",1168.07
"001r5ih70sVGud3NiMw30PbbCk3KoUsC","2022-11-22",2068.27
"001r5ih74R0JTy1mJUHE1CktcE1It6ZD","2022-11-22",1932.06
"001r5ih728YMar49Bx9u2QMwMz0RALnG","2022-11-22",533.28
"001r5ih743gwwh03Vac10pssTX3zManC","2022-11-22",1058.52
"001r5ih71lKhGc2rLT4Z19DLuB0vuf5y","2022-11-22",1085.83
"001r5ih719aJZ44SgPUA17lht14MiChm","2022-11-22",108.47
"001r5ih74KPQVh0gDBnK0TerrN3KXTnY","2022-11-22",41.76
"001r5ih71LQTO73mHb9u3NAjJA4Bfxgx","2022-11-22",1614.11
"001r5ih70jPCjm0iR7BQ0URuSC1zYNLE","2022-11-22",416.03
"001r5ih74C5rED4VQq9v25FovL3qy8E0","2022-11-22",783.52
"001r5ih73kRs024J91D92ubhat1Vqswt","2022-11-22",1047.13
"001r5ih72Qg4lY1KcPFP0vGBJb0TuEWa","2022-11-22",1285.86
"001r5ih70yZ88D4Nijdw3wLk4v1IXo8g","2022-11-22",2003.38
"001r5ih71b2XBH0pexHA03v7ta4S6AE0","2022-11-22",1623.61
"001r5ih70LYv072Ax1ud3YdLdF08MN3s","2022-11-22",1798.95
"001r5ih72mRTva031abz3MJ3Wr2gblBW","2022-11-22",1756.36
"001r5ih747Fs6K4Wwvej1cdoMg2qZlgf","2022-11-22",1723.45
"001r5ih70JJX1B3OA7CB0rf9H91Wcwpp","2022-11-22",60.88
"001r5ih71vbUMY3XOoum3hb3V02F8va0","2022-11-22",903.54
"001r5ih72j41g533p07B3oqWpC1tZwD4","2022-11-22",1301.91
"001r5ih74IlNGI37liZl03MSx71sJTio","2022-11-22",793.42
"001r5ih72GXXt72NwMZA07ydRa4eBczD","2022-11-22",860.71
"001r5ih71h3Dj42KLCTk1NW4WA2gPxfn","2022-11-22",304.72
"001r5ih71L1HNR2zUbWw3X04LX4UNkT8","2022-11-22",1913.8
"001r5ih73533SN0TiixB4NZtyM2BMIXI","2022-11-22",1819.02
"001r5ih713qbla1yrK4F1ZsGhK1URr1D","2022-11-22",346.01
"001r5ih74Maql10BHJW837fepC3kDck0","2022-11-22",1487.29
"001r5ih74GdWDE4UaESR0Jsebe3lAawI","2022-11-22",67.93
"001r5ih70zzMna0R3crj1AL7Z84JKEH2","2022-11-22",1402.44
"001r5ih74cv9Zy4dJsyF4FozZE19Xx3L","2022-11-22",1606.57
"001r5ih749gP8w0xLEyi2XhXSk2fc2oT","2022-11-22",929.8
"001r5ih71k1hzb3DJb0U1TwibH14UOQ1","2022-11-22",926.37
"001r5ih71lmyYk4L0URa3FaPce0N1Vub","2022-11-22",1029.03
"001r5ih73Mio9G31scsi2dPnDy3Kn7TZ","2022-11-22",1194.5
"001r5ih73L3cNH0iORhY1x8m5q2dtYPC","2022-11-22",327.92
"001r5ih70K8LQG48ybln2HcWse04FeQ8","2022-11-22",578.34
"001r5ih72H354W1ZGFWj4fSL5n1z4aOo","2022-11-22",932.94
"001r5ih70wV3Dm3bc05R09ElIi0I7LuO","2022-11-22",1110.4
"001r5ih709pksF355mvX32xfzj3jIvDr","2022-11-22",804.35
"001r5ih72VV9R13vgmfW4CSeL01tAuO6","2022-11-22",1071.62
"001r5ih72JCBaQ4dvbYe2hzOSy3rXzgY","2022-11-22",371.97
"001r5ih7344Fdv0usNiW4WaLxy1w97aQ","2022-11-22",1774.2
"001r5ih73ptTQu06UPde1pK5MD3MyxE7","2022-11-22",936.84
"001r5ih74Szp6B1cSZqX3ONWZv35Nnaz","2022-11-22",932.07
"001r5ih70VJP8j4Zy8tI1O5A2d3bf7L4","2022-11-22",95.61
"001r5ih71d5ue91UJ5bK0kyRmk2NLj09","2022-11-22",901.24
"001r5ih73xjpos0RUCBB04lueB3l7lAU","2022-11-22",1809.25
"001r5ih72SZfdJ1PpzNH3rz4q61AkzDa","2022-11-22",1066.24
"001r5ih70zSxcY1b93px0G6q3o2ymLjz","2022-11-22",341.87
"001r5ih728ob0b1YzOo82DM2aj3zjqkL","2022-11-22",734.82
"001r5ih739Fijw0gae542IZnZV0Gd6W8","2022-11-22",96.11
"001r5ih74PsqEU22UkYF29tR6t12H2vk","2022-11-22",1827.64
"001r5ih70f4n7G0MpjSh0Ij7Y74Nsr5S","2022-11-22",452.09
"001r5ih73DC8f90nuzA84gDykP3sSrCq","2022-11-22",775.26
"001r5ih74MVQ6j3C8HEM1nkM372WQDJb","2022-11-22",491.52
"001r5ih73EPuCV00Y1rD2MwF5e49I6TH","2022-11-22",1384.39
"001r5ih72DWNFJ16dOLm1HBsIv4gM7JM","2022-11-22",1558.29
"001r5ih74fbddl2CTXG549wyI82qLxQB","2022-11-22",1687.67
"001r5ih71XrRYL4fPDYX1gywgi4K7nUD","2022-11-22",409.61
"001r5ih71jDuIu1MNaQi3KtDNH1YRJiL","2022-11-22",78.41
"001r5ih739rId20fikJg49pJjm1g25Jy","2022-11-22",1149.11
"001r5ih716p17O1li4Tk3ePNQ418bbtf","2022-11-22",1734.44
"001r5ih741yc8W4Q3LJd15lgKr3iU4vr","2022-11-22",1787.3
"001r5ih73S2Q5s0hJfuP3EpqPF3yGbD0","2022-11-22",1271.21
"001r5ih734DXvY0GBfN42D36zR1wRhkZ","2022-11-22",79.52
"001r5ih710d39p17aDad0ZWyo628EqQz","2022-11-22",1223.1
"001r5ih74U1bNh1bDK4P0xqAH03Q4rJi","2022-11-22",705.84
"001r5ih72RrjL40EXnyE1gWxEE37bwf5","2022-11-22",1586.51
"001r5ih71vYu6f3r9fLL06zi5z10rQ1n","2022-11-22",471.18
"001r5ih71F56nj4aQkxw2EfytK0AKp1x","2022-11-22",1285.52
"001r5ih72x9ge61YyhGy3LPQdL0JISgO","2022-11-22",1932.55
"001r5ih71ArIZh3aP89c4QPkNh241fbF","2022-11-23",1710.01
"001r5ih70vdRRz00ATHr2ybW7V0rrrFS","2022-11-23",1436.39
"001r5ih73hza4O3WcFsd3c4N400n0a2f","2022-11-23",1253.91
"001r5ih73jD8dK3R80Dm3ACXMs2eOrlU","2022-11-23",1749.54
"001r5ih71HcV832227rc16jHKx2aW5GY","2022-11-23",573.68
"001r5ih73QaD150RClIU1CHNV52YeBTK","2022-11-23",1137.28
"001r5ih71JrNrM0sP3Sg0qLOSb1Et3f8","2022-11-23",1083.91
"001r5ih73YRnmC1ykxSR1cgIF61O3o34","2022-11-23",765.18
"001r5ih74Rp04I0rFyge4fmgeS2xuXaM","2022-11-23",413.21
"001r5ih718uZJh3JHwPQ16Cbrd38bqKb","2022-11-23",771.18
"001r5ih736qKsh1rf3JT2Z2SoU3Ag00Y","2022-11-23",401.16
"001r5ih70QH7LZ3MAVKj0LXPeU3EYJgd","2022-11-23",76.55
"001r5ih73RUOMe2o2Jjm4Ljch71BK2Zz","2022-11-23",149.12
"001r5ih70NU02v1xf4GZ04OCZk1P6FsR","2022-11-23",1357.1
"001r5ih70TdLdn3u9BVi199wMD3Ko7jc","2022-11-23",1007.64
"001r5ih70s1EYg0lxySi3CG73F1kkWnI","2022-11-23",428.74
"001r5ih73C5cM94TAgej25MPc70t6reg","2022-11-23",1373.14
"001r5ih70bXqUw4LWWoT3L11fh02xCG3","2022-11-23",447.64
"001r5ih729ZV7M2LRptA0ypSED2mSgcq","2022-11-23",1041.8
"001r5ih73210h03eJtKz1BOisK2zO31U","2022-11-23",962.5
"001r5ih71KMCD648gR3k2y68a21b7jO6","2022-11-23",1039.8
"001r5ih733zpyc15f9qv1ME1Am0Dl4AI","2022-11-23",664.4
"001r5ih71THunF1cM4L21BBfsl3URJtX","2022-11-23",2057.51
"001r5ih73hUHOw4g389O0Iy1z442hGki","2022-11-23",1451.82
"001r5ih70ykRln3nCRbE3LmXnH0Jmybh","2022-11-23",36.34
"001r5ih71Q9szL3in1hy1PnhT51TvpGD","2022-11-23",561.39
"001r5ih73v9P1V2Ayctc4MfTVg2W0IHN","2022-11-23",276.5
"001r5ih720KwhY1SZyLq2tjzg549QdIl","2022-11-23",1052.57
"001r5ih70xqvQT3gL47h1WgKK51wV0mb","2022-11-23",811.3
"001r5ih73jQiPQ4ayEG91rPouZ3sjBqT","2022-11-23",1695.14
"001r5ih71JYx3634UiLl3VJQPg01mS8P","2022-11-23",273.96
"001r5ih73vreB604WTgj09afMd3NGsk4","2022-11-23",1606.29
"001r5ih71UCqrD1aBv0h1npgZA1ziMWG","2022-11-23",534.66
"001r5ih718LchT0L3Yro1W36AN0QNswP","2022-11-23",1675.24
"001r5ih71s9hAX0gWBpu2G7QsJ3JmTgQ","2022-11-23",1849.78
"001r5ih74gNuqY3vpPnL3hEuPy1lQVhd","2022-11-23",29.22
"001r5ih71Mmc9b3HNsEw4TnxB025ANcc","2022-11-23",1729.74
"001r5ih70APqPR3n0J1V2cx9Wh3QNEwD","2022-11-23",1641.06
"001r5ih703N0ns3mH6vI0yEObe3RPkh8","2022-11-23",1132.13
"001r5ih73c1vYO2NFuK90JXHUK2WNcbx","2022-11-23",1163.08
"001r5ih71lMY6z0o0fHy0Fsynl3pjy29","2022-11-23",393.35
"001r5ih701gJX23eFC9Q4OUMNP1Y7oCJ","2022-11-23",1256.2
"001r5ih74ELLeX0zAv7L3RfQIJ3ygxx4","2022-11-23",1046.25
"001r5ih73wBRFD2PWzN24T3zoA0CEBxE","2022-11-23",656.42
"001r5ih72rHeYX0psFqX1hSq6I41JOON","2022-11-23",992.97
"001r5ih70t7Vtm3mAOCh22VrCE1DoBlh","2022-11-23",1803.3
"001r5ih72RzRgy39b1SW0IpkUE2t1H7C","2022-11-23",1127.33
"001r5ih744Y3en0vmTro2ysoET2UNs4a","2022-11-23",707.19
"001r5ih70V4sIf2vfoUX2vf0Zd3KODY3","2022-11-23",596.72
"001r5ih72Pf11m2beyGn0ERW1g0oHvHd","2022-11-23",1741.06
"001r5ih74a1qV30P23Cj1i5iQE2wufBk","2022-11-23",1855.89
"001r5ih74gGFWM1nP6Qd1vuFoy2V0WMu","2022-11-23",134.68
"001r5ih73uivSH2SUcSD1oYK6t422cDr","2022-11-23",531.26
"001r5ih73nikHg0DzmYJ2z8H9E0VfYdU","2022-11-23",1931.55
"001r5ih715tr6w1shdfv1EyPlm3jB3ej","2022-11-23",1898.55
"001r5ih72gitTI1FhLKi4HhsL53Ylkpy","2022-11-23",1576.68
"001r5ih73Do2e11E7HVF4LNj5W0KTsyz","2022-11-23",1693.34
"001r5ih729gU5O09TuFy2lvnD40CFKNj","2022-11-23",187.1
"001r5ih70IFSDp48DL6q0mb0Y52CgmSk","2022-11-23",393.87
"001r5ih72QSAa84UqjUp3V9Zjp3Kxdzq","2022-11-23",54.5
"001r5ih72pvcuC23VgFs0ORDul0K68fw","2022-11-23",1073.46
"001r5ih70CCxd510WVeG2ynfT44SHd2W","2022-11-23",1497.82
"001r5ih71RxaBa0wHlsm2L7X1b0wRCTx","2022-11-23",886.95
"001r5ih74Sk6xI1iRAdH4Dq9311FEDUC","2022-11-23",1821.46
"001r5ih70wzjj8301Jd00Ghm7F43rAGG","2022-11-23",556.58
"001r5ih72Ebp2x0uktos27XKSb1VZQOR","2022-11-23",135.94
"001r5ih70uZQ6X27AV181UgTKb0o5Ybs","2022-11-23",275.42
"001r5ih737HzBh0JXbrB43l3Os1lSvwL","2022-11-23",1532.16
"001r5ih73UDXJ20BYHBj2y11w72wHl4v","2022-11-23",862.57
"001r5ih71l6yXE0jorWV2hFsSI2Fvu4Q","2022-11-23",39.27
"001r5ih70Ughd52Z4W660Gee4f2NjJ9s","2022-11-23",660.76
"001r5ih71KTMIS4fApfP1v1gyL1CrmzG","2022-11-23",1430.61
"001r5ih74ERiLy2TK1Vr37GXAv2v3c9b","2022-11-23",916.94
"001r5ih73t8bdP35W6E309wBnl4O1fZP","2022-11-23",788.75
"001r5ih71YhXhb3JwDeA0fYtHr0omidV","2022-11-23",61.92
"001r5ih71cronj4ZZMMh4e700Z3OKl97","2022-11-23",523.4
"001r5ih74H2aR72WTXb73QOoT406TmOd","2022-11-23",1164.49
"001r5ih73XelWT1A0Lrk1EHmr62DwPgt","2022-11-23",692.71
"001r5ih723piEc2TA2ta3FkMqg3rIYRi","2022-11-23",602.45
"001r5ih70Q2YwU1spg7V2NaY9K3IFJXQ","2022-11-23",139.52
"001r5ih72Npeqh3NuA9P3lvvHK3f01N8","2022-11-23",898.76
"001r5ih70DcZCL3YtqSQ0ZArTP3Udha2","2022-11-23",401.99
"001r5ih708pSiI3UP6XW33koW34bncrY","2022-11-23",358.46
"001r5ih73NasSP3MSw8q1ZPnC4389t1Z","2022-11-23",1939.26
"001r5ih71hkzoU3YPlNy2WJfoD4Iykfw","2022-11-23",1868.76
"001r5ih71bCzr51QNUJ31Z2lrw1iwPoo","2022-11-23",862.03
"001r5ih72itLsN0V0z4S1WhOoZ39TeXP","2022-11-23",1116.56
"001r5ih70sVGud3NiMw30PbbCk3KoUsC","2022-11-23",2075.51
"001r5ih74R0JTy1mJUHE1CktcE1It6ZD","2022-11-23",2014.17
"001r5ih728YMar49Bx9u2QMwMz0RALnG","2022-11-23",520.32
"001r5ih743gwwh03Vac10pssTX3zManC","2022-11-23",1065.93
"001r5ih71lKhGc2rLT4Z19DLuB0vuf5y","2022-11-23",1134.37
"001r5ih719aJZ44SgPUA17lht14MiChm","2022-11-23",107.04
"001r5ih74KPQVh0gDBnK0TerrN3KXTnY","2022-11-23",40.97
"001r5ih71LQTO73mHb9u3NAjJA4Bfxgx","2022-11-23",1554.55
"001r5ih70jPCjm0iR7BQ0URuSC1zYNLE","2022-11-23",400.51
"001r5ih74C5rED4VQq9v25FovL3qy8E0","2022-11-23",748.18
"001r5ih73kRs024J91D92ubhat1Vqswt","2022-11-23",1039.59
"001r5ih72Qg4lY1KcPFP0vGBJb0TuEWa","2022-11-23",1334.34
"001r5ih70yZ88D4Nijdw3wLk4v1IXo8g","2022-11-23",1981.74
"001r5ih71b2XBH0pexHA03v7ta4S6AE0","2022-11-23",1584.32
"001r5ih70LYv072Ax1ud3YdLdF08MN3s","2022-11-23",1753.62
"001r5ih72mRTva031abz3MJ3Wr2gblBW","2022-11-23",1681.89
"001r5ih747Fs6K4Wwvej1cdoMg2qZlgf","2022-11-23",1683.29
"001r5ih70JJX1B3OA7CB0rf9H91Wcwpp","2022-11-23",60.92
"001r5ih71vbUMY3XOoum3hb3V02F8va0","2022-11-23",932.72
"001r5ih72j41g533p07B3oqWpC1tZwD4","2022-11-23",1324.82
"001r5ih74IlNGI37liZl03MSx71sJTio","2022-11-23",822.22
"001r5ih72GXXt72NwMZA07ydRa4eBczD","2022-11-23",830.5
"001r5ih71h3Dj42KLCTk1NW4WA2gPxfn","2022-11-23",295.06
"001r5ih71L1HNR2zUbWw3X04LX4UNkT8","2022-11-23",1969.49
"001r5ih73533SN0TiixB4NZtyM2BMIXI","2022-11-23",1855.4
"001r5ih713qbla1yrK4F1ZsGhK1URr1D","2022-11-23",333.31
"001r5ih74Maql10BHJW837fepC3kDck0","2022-11-23",1455.46
"001r5ih74GdWDE4UaESR0Jsebe3lAawI","2022-11-23",67.45
"001r5ih70zzMna0R3crj1AL7Z84JKEH2","2022-11-23",1342.14
"001r5ih74cv9Zy4dJsyF4FozZE19Xx3L","2022-11-23",1663.6
"001r5ih749gP8w0xLEyi2XhXSk2fc2oT","2022-11-23",926.92
"001r5ih71k1hzb3DJb0U1TwibH14UOQ1","2022-11-23",931.47
"001r5ih71lmyYk4L0URa3FaPce0N1Vub","2022-11-23",1012.26
"001r5ih73Mio9G31scsi2dPnDy3Kn7TZ","2022-11-23",1210.51
"001r5ih73L3cNH0iORhY1x8m5q2dtYPC","2022-11-23",331.66
"001r5ih70K8LQG48ybln2HcWse04FeQ8","2022-11-23",565.04
"001r5ih72H354W1ZGFWj4fSL5n1z4aOo","2022-11-23",938.07
"001r5ih70wV3Dm3bc05R09ElIi0I7LuO","2022-11-23",1129.61
"001r5ih709pksF355mvX32xfzj3jIvDr","2022-11-23",835.8
"001r5ih72VV9R13vgmfW4CSeL01tAuO6","2022-11-23",1106.55
"001r5ih72JCBaQ4dvbYe2hzOSy3rXzgY","2022-11-23",384.02
"001r5ih7344Fdv0usNiW4WaLxy1w97aQ","2022-11-23",1749.72
"001r5ih73ptTQu06UPde1pK5MD3MyxE7","2022-11-23",959.23
"001r5ih74Szp6B1cSZqX3ONWZv35Nnaz","2022-11-23",961.99
"001r5ih70VJP8j4Zy8tI1O5A2d3bf7L4","2022-11-23",98.49
"001r5ih71d5ue91UJ5bK0kyRmk2NLj09","2022-11-23",889.7
"001r5ih73xjpos0RUCBB04lueB3l7lAU","2022-11-23",1779.4
"001r5ih72SZfdJ1PpzNH3rz4q61AkzDa","2022-11-23",1112.41
"001r5ih70zSxcY1b93px0G6q3o2ymLjz","2022-11-23",354.9
"001r5ih728ob0b1YzOo82DM2aj3zjqkL","2022-11-23",752.01
"001r5ih739Fijw0gae542IZnZV0Gd6W8","2022-11-23",97.32
"001r5ih74PsqEU22UkYF29tR6t12H2vk","2022-11-23",1857.61
"001r5ih70f4n7G0MpjSh0Ij7Y74Nsr5S","2022-11-23",440.34
"001r5ih73DC8f90nuzA84gDykP3sSrCq","2022-11-23",786.04
"001r5ih74MVQ6j3C8HEM1nkM372WQDJb","2022-11-23",507.54
"001r5ih73EPuCV00Y1rD2MwF5e49I6TH","2022-11-23",1330.81
"001r5ih72DWNFJ16dOLm1HBsIv4gM7JM","2022-11-23",1551.43
"001r5ih74fbddl2CTXG549wyI82qLxQB","2022-11-23",1686.32
"001r5ih71XrRYL4fPDYX1gywgi4K7nUD","2022-11-23",393.59
"001r5ih71jDuIu1MNaQi3KtDNH1YRJiL","2022-11-23",75.92
"001r5ih739rId20fikJg49pJjm1g25Jy","2022-11-23",1158.19
"001r5ih716p17O1li4Tk3ePNQ418bbtf","2022-11-23",1763.75
"001r5ih741yc8W4Q3LJd15lgKr3iU4vr","2022-11-23",1779.08
"001r5ih73S2Q5s0hJfuP3EpqPF3yGbD0","2022-11-23",1321.93
"001r5ih734DXvY0GBfN42D36zR1wRhkZ","2022-11-23",82.21
"001r5ih710d39p17aDad0ZWyo628EqQz","2022-11-23",1266.15
"001r5ih74U1bNh1bDK4P0xqAH03Q4rJi","2022-11-23",700.12
"001r5ih72RrjL40EXnyE1gWxEE37bwf5","2022-11-23",1616.97
"001r5ih71vYu6f3r9fLL06zi5z10rQ1n","2022-11-23",485.03
"001r5ih71F56nj4aQkxw2EfytK0AKp1x","2022-11-23",1249.14
"001r5ih72x9ge61YyhGy3LPQdL0JISgO","2022-11-23",1979.7
"001r5ih71ArIZh3aP89c4QPkNh241fbF","2022-11-24",1641.61
"001r5ih70vdRRz00ATHr2ybW7V0rrrFS","2022-11-24",1371.32
"001r5ih73hza4O3WcFsd3c4N400n0a2f","2022-11-24",1298.8
"001r5ih73jD8dK3R80Dm3ACXMs2eOrlU","2022-11-24",1769.66
"001r5ih71HcV832227rc16jHKx2aW5GY","2022-11-24",581.42
"001r5ih73QaD150RClIU1CHNV52YeBTK","2022-11-24",1092.02
"001r5ih71JrNrM0sP3Sg0qLOSb1Et3f8","2022-11-24",1060.28
"001r5ih73YRnmC1ykxSR1cgIF61O3o34","2022-11-24",776.05
"001r5ih74Rp04I0rFyge4fmgeS2xuXaM","2022-11-24",430.4
"001r5ih718uZJh3JHwPQ16Cbrd38bqKb","2022-11-24",736.94
"001r5ih736qKsh1rf3JT2Z2SoU3Ag00Y","2022-11-24",395.82
"001r5ih70QH7LZ3MAVKj0LXPeU3EYJgd","2022-11-24",77.51
"001r5ih73RUOMe2o2Jjm4Ljch71BK2Zz","2022-11-24",142.71
"001r5ih70NU02v1xf4GZ04OCZk1P6FsR","2022-11-24",1330.91
"001r5ih70TdLdn3u9BVi199wMD3Ko7jc","2022-11-24",1037.57
"001r5ih70s1EYg0lxySi3CG73F1kkWnI","2022-11-24",429.6
"001r5ih73C5cM94TAgej25MPc70t6reg","2022-11-24",1325.49
"001r5ih70bXqUw4LWWoT3L11fh02xCG3","2022-11-24",453.86
"001r5ih729ZV7M2LRptA0ypSED2mSgcq","2022-11-24",1087.12
"001r5ih73210h03eJtKz1BOisK2zO31U","2022-11-24",938.73
"001r5ih71KMCD648gR3k2y68a21b7jO6","2022-11-24",1007.77
"001r5ih733zpyc15f9qv1ME1Am0Dl4AI","2022-11-24",680.08
"001r5ih71THunF1cM4L21BBfsl3URJtX","2022-11-24",2091.66
"001r5ih73hUHOw4g389O0Iy1z442hGki","2022-11-24",1431.64
"001r5ih70ykRln3nCRbE3LmXnH0Jmybh","2022-11-24",36.51
"001r5ih71Q9szL3in1hy1PnhT51TvpGD","2022-11-24",572.79
